Combination,MSE_Test,R2_Test
"('rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'pm1_OPCN3')",1.609812152759666,0.9113047839947036
"('rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'pm2_5_OPCN3')",1.4333926292437855,0.9210249042702079
"('rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'binCount3_OPCN3')",1.5207399291302146,0.9162123628705016
"('rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'temperature_OPCN3')",0.8943084228079985,0.9507266244696108
"('rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'humidity_OPCN3')",0.8819688217264894,0.9514064948392482
"('rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'binCount1_OPCN3')",1.4717521784289809,0.918911423
"('rejectCountRatio_OPCN3', 'rejectCountGlitch_OPCN3', 'pm10_OPCN3')",1.5520944279165814,0.9144848358184618
"('rejectCountRatio_OPCN3', 'pm1_OPCN3', 'pm2_5_OPCN3')",1.7103583109461693,0.9057650300528746
"('rejectCountRatio_OPCN3', 'pm1_OPCN3', 'binCount3_OPCN3')",1.6549769202917473,0.908816358
"('rejectCountRatio_OPCN3', 'pm1_OPCN3', 'temperature_OPCN3')",1.4215854117443143,0.9216754421014337
"('rejectCountRatio_OPCN3', 'pm1_OPCN3', 'humidity_OPCN3')",0.9337786569505612,0.9485519477925507
"('rejectCountRatio_OPCN3', 'pm1_OPCN3', 'binCount1_OPCN3')",1.442365363049931,0.9205305369232291
"('rejectCountRatio_OPCN3', 'pm1_OPCN3', 'pm10_OPCN3')",2.272745486930518,0.8747793948860444
"('rejectCountRatio_OPCN3', 'pm2_5_OPCN3', 'binCount3_OPCN3')",1.5376812845834826,0.9152789513673183
"('rejectCountRatio_OPCN3', 'pm2_5_OPCN3', 'temperature_OPCN3')",1.054382608958951,0.9419070771123668
"('rejectCountRatio_OPCN3', 'pm2_5_OPCN3', 'humidity_OPCN3')",0.7783010523913398,0.9571182390189688
"('rejectCountRatio_OPCN3', 'pm2_5_OPCN3', 'binCount1_OPCN3')",1.4892260822130003,0.917948669
"('rejectCountRatio_OPCN3', 'pm2_5_OPCN3', 'pm10_OPCN3')",1.730701002253826,0.9046442164246704
"('rejectCountRatio_OPCN3', 'binCount3_OPCN3', 'temperature_OPCN3')",1.4069662523453692,0.9224809084401505
"('rejectCountRatio_OPCN3', 'binCount3_OPCN3', 'humidity_OPCN3')",1.1015534616795004,0.9393081223436188
"('rejectCountRatio_OPCN3', 'binCount3_OPCN3', 'binCount1_OPCN3')",1.410622453815741,0.922279464
"('rejectCountRatio_OPCN3', 'binCount3_OPCN3', 'pm10_OPCN3')",1.747512729669247,0.903717947
"('rejectCountRatio_OPCN3', 'temperature_OPCN3', 'humidity_OPCN3')",0.8439599814439683,0.9535006536472743
"('rejectCountRatio_OPCN3', 'temperature_OPCN3', 'binCount1_OPCN3')",1.2390292507402791,0.93173367
"('rejectCountRatio_OPCN3', 'temperature_OPCN3', 'pm10_OPCN3')",1.4626446475927304,0.9194132167937512
"('rejectCountRatio_OPCN3', 'humidity_OPCN3', 'binCount1_OPCN3')",0.8313290876787497,0.9541965732605816
"('rejectCountRatio_OPCN3', 'humidity_OPCN3', 'pm10_OPCN3')",1.0918774111731993,0.9398412400668658
"('rejectCountRatio_OPCN3', 'binCount1_OPCN3', 'pm10_OPCN3')",1.5902309846695095,0.9123836402639989
"('rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'pm2_5_OPCN3')",1.1397977182169658,0.9372009928945477
"('rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'binCount3_OPCN3')",1.3244443020411663,0.927027589
"('rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'temperature_OPCN3')",0.768625753,0.9576513153807045
"('rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'humidity_OPCN3')",0.6956335404688149,0.9616729398975894
"('rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'binCount1_OPCN3')",1.247655138320989,0.9312584130988238
"('rejectCountGlitch_OPCN3', 'pm1_OPCN3', 'pm10_OPCN3')",1.3670250239380655,0.9246815353114471
"('rejectCountGlitch_OPCN3', 'pm2_5_OPCN3', 'binCount3_OPCN3')",2.056838341806956,0.8866751498292488
"('rejectCountGlitch_OPCN3', 'pm2_5_OPCN3', 'temperature_OPCN3')",0.751994821,0.9585676235656423
"('rejectCountGlitch_OPCN3', 'pm2_5_OPCN3', 'humidity_OPCN3')",1.1065050049250198,0.939035309
"('rejectCountGlitch_OPCN3', 'pm2_5_OPCN3', 'binCount1_OPCN3')",1.651821913686526,0.9089901879635137
